CNPJ_CIA,DENOM_SOCIAL,SIT,DT_REG,DT_CONST,DT_CANCEL
02.594.251/0001-77,SONDIS BRASIL SA,CANCELADA,12/2/1998,6/1/1998,2/3/2000
33.386.210/0001-19,SONDOTECNICA ENGENHARIA SOLOS S.A.,ATIVO,8/19/1980,1/1/1954,
60.840.683/0001-17,SOPAVE SA SOC PAUL DE VEICULOS,CANCELADA,7/20/1977,,6/7/1991
61.088.795/0001-26,SORANA COML E IMPORTADORA SA,CANCELADA,7/20/1977,,9/8/1988
33.081.712/0001-31,SOTREQ SA TRATORES E EQUIPS,CANCELADA,8/24/1982,,6/18/1987
60.688.256/0001-65,SOUTO VIDIGAL SA,CANCELADA,12/16/1969,4/24/1964,3/11/2004
33.009.911/0001-39,SOUZA CRUZ SA,CANCELADA,9/18/1969,3/14/1914,12/1/2015
19.511.433/0001-30,SPE AKRO SECURITIZADORA S.A.,CANCELADA,3/26/2014,1/2/2014,7/7/2015
08.064.412/0001-05,SPERB DO NE SA IND TEXTIL,CANCELADA,9/27/1977,,3/22/2005
33.000.522/0001-42,SPERRY SA,CANCELADA,8/2/1982,,5/21/1985
45.397.007/0001-27,SPLICE DO BRASIL TELEC  E ELETRONICA S/A,CANCELADA,10/7/1997,1/1/1996,11/12/2003
10.948.651/0001-61,SPRINGER CARRIER NE SA,CANCELADA,7/20/1977,,6/18/1985
92.929.520/0001-00,SPRINGER SA,CANCELADA,10/24/1968,1/1/1934,12/15/2020
07.718.269/0001-57,SPRINGS GLOBAL PARTICIPAÇ+ES S/A - EM RECUPERAÃ+O JUDICIAL,ATIVO,7/25/2007,11/24/2005,
59.290.239/0001-96,SPSCS INDUSTRIAL SA,CANCELADA,7/20/1977,,1/4/2010
01.328.630/0001-52,ST MICHEL SA,CANCELADA,9/10/1996,6/24/1996,3/14/2006
33.460.635/0001-20,STANDARD ELETRONICA SA,CANCELADA,7/13/1982,,4/12/1991
91.495.499/0001-00,STARA S.A. - INDÚSTRIA DE IMPLEMENTOS AGRÍCOLAS,CANCELADA,9/18/2017,12/9/1960,8/2/2022
00.622.416/0001-41,STATKRAFT ENERGIAS RENOVÁVEIS S.A.,ATIVO,9/19/2011,5/19/1995,
12.592.746/0001-10,STEIN SP II PARTICIPAÇÕES S.A.,CANCELADA,12/16/2010,9/13/2010,10/29/2012
78.363.322/0001-92,STEVIAFARMA INDUSTRIAL SA,CANCELADA,4/15/1987,,8/2/2005
02.286.509/0001-78,SUBESTAÇÃO ELETROMETRÔ S/A,CANCELADA,9/25/1998,11/5/1997,3/4/2015
02.930.076/0001-41,SUBMARINO S/A,CANCELADA,3/29/2005,10/27/1999,12/13/2006
02.062.747/0001-08,SUDESTE SA,ATIVO,11/10/1997,7/22/1997,
60.894.110/0001-76,SUDESTE SA IND E COMERCIO,CANCELADA,4/7/1971,,12/20/2005
13.584.310/0001-42,SUGOI S.A.,ATIVO,7/19/2016,4/19/2011,
01.957.772/0001-89,SUL 116 PARTICIPAÇÕES S.A.,ATIVO,9/3/1997,6/5/1997,
33.040.924/0001-70,SUL AMERICA CAPITALIZACAO S.A.,CANCELADA,7/20/1977,8/1/1929,11/29/2004
33.041.062/0001-09,SUL AMERICA CIA NACL SEGUROS,CANCELADA,7/20/1977,1895-12-05,5/12/2008
29.978.814/0001-87,SUL AMERICA S/A,CANCELADA,10/3/2007,3/13/1978,4/14/2022
29.978.814/0001-87,SUL AMERICA S/A,CANCELADA,10/3/2007,3/13/1978,4/14/2022
92.664.937/0001-80,SUL AMERICA STA CRUZ SEGS SA,CANCELADA,7/20/1977,,5/6/1998
92.659.945/0001-38,SUL BRASILEIRO COM IMP EXP SA,CANCELADA,7/20/1977,,5/19/2000
89.425.623/0001-10,SUL BRASILEIRO CRED.,,,,
11.181.400/0001-67,SUL INVEST SECURITIZADORA S.A.,CANCELADA,2/26/2014,9/14/2009,8/10/2016
01.585.482/0001-51,SUL LOGISTICA SA,CANCELADA,2/26/1997,,12/13/1999
00.601.634/0001-08,SULABENTURES SA,CANCELADA,8/16/1995,,9/19/2002
42.363.150/0001-00,SULFAB CIA SULFOQUIMICA DA BA,CANCELADA,10/17/1974,,4/19/1993
92.692.433/0001-73,SULINA ALIMENTOS SA,CANCELADA,7/20/1977,,6/28/1990
72.129.083/0001-24,SUPERAGRO SA FERT INSETICIDAS,CANCELADA,11/22/1972,,1/4/2010
92.192.509/0001-00,SUPERMERCADOS REAL SA,CANCELADA,7/20/1977,,11/18/1994
02.735.385/0001-60,SUPERVIA CONCESS. DE TRANPORTE FERR. S/A,CANCELADA,2/20/2001,7/15/1998,6/11/2001
29.499.464/0001-76,SURAMIC S R A M IND COM SA,CANCELADA,11/30/1981,,9/17/1985
60.651.809/0001-05,SUZANO HOLDING S.A.,ATIVO,3/11/1982,2/26/1954,
16.404.287/0001-55,SUZANO S.A.,ATIVO,4/15/1992,12/8/1987,
61.143.772/0001-77,SV ENGENHARIA SA,CANCELADA,9/10/1986,,12/17/1997
08.801.621/0001-86,SYN PROP & TECH S.A.,ATIVO,8/1/2007,4/11/2007,
08.801.621/0001-86,SYN PROP & TECH S.A.,ATIVO,8/1/2007,4/11/2007,
08.320.244/0001-63,T BARRETO IND COM SA,CANCELADA,10/5/1971,,3/21/2006
02.860.694/0001-62,T4F ENTRETENIMENTO SA,CANCELADA,2/11/2008,11/18/1998,1/15/2009
02.860.694/0001-62,T4F ENTRETENIMENTO SA,ATIVO,4/11/2011,11/18/1998,
28.573.830/0001-27,TAIPE TRANCOSO EMPREENDIMENTOS S/A,CANCELADA,2/7/2007,1/28/2000,3/11/2016
01.832.635/0001-18,TAM S.A.,CANCELADA,8/8/1997,5/12/1997,7/18/2012
47.893.664/0001-90,TAM TRANSP AEREOS REGIONAIS SA,CANCELADA,3/11/1985,,11/30/2000
05.341.549/0001-63,TARPON INVESTIMENTOS S/A,CANCELADA,5/21/2009,6/19/2002,7/17/2019
92.781.335/0001-02,TAURUS ARMAS S.A.,ATIVO,3/2/1982,,
92.781.335/0001-02,TAURUS ARMAS S.A.,ATIVO,3/2/1982,,
26.345.998/0001-50,TC S.A.,ATIVO,7/26/2021,9/15/2016,
67.437.434/0001-24,TC SECURITIES CIA DE SECURITIZAÇÃO,CANCELADA,12/15/2006,8/29/2006,3/19/2018
02.558.132/0001-69,TCO CELULAR PARTICIPAÇÕES  S/A,CANCELADA,8/18/1998,5/22/1998,5/16/2006
12.919.786/0001-24,TCP - TERMINAL DE CONTÊINERES DE PARANAGUÁ S.A.,ATIVO,10/27/2016,10/27/2010,
22.770.366/0001-82,TEC TOY S/A,CANCELADA,6/21/1993,9/28/1987,8/1/2019
10.972.032/0001-02,TECANOR SA TEXTIL CATAR DO NE,CANCELADA,11/11/1971,,10/1/1991
08.424.178/0001-71,TECBLU - TECELAGEM BLUMENAU S/A.,ATIVO,4/28/1971,,
84.228.055/0001-43,TECELAGEM MALHARIA INDAIAL SA,CANCELADA,10/29/1968,,11/13/1986
92.672.203/0001-42,TECHNOS RELOGIOS SA,CANCELADA,7/20/1977,1/1/1956,4/18/2005
09.295.063/0001-97,TECHNOS SA,ATIVO,6/28/2011,11/21/2007,
17.359.233/0001-88,TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.,ATIVO,4/27/2022,10/14/1968,
08.065.557/0001-12,TECNISA S/A,ATIVO,1/9/2007,5/22/2006,
08.065.557/0001-12,TECNISA S/A,ATIVO,1/9/2007,5/22/2006,
13.720.879/0001-98,TECNO WASTE S.A.,CANCELADA,2/25/2013,6/10/2010,1/7/2016
61.388.310/0001-10,TECNOMONT PROJS MONTS INDLS SA,CANCELADA,7/8/1982,,5/14/1987
33.111.246/0001-90,TECNOSOLO ENGENHARIA SA EMPRESA FALIDA,ATIVO,7/20/1977,1/1/1957,
55.833.909/0001-12,TECPART PARTS E EMPREENDS SA,CANCELADA,12/12/1986,,11/12/1992
00.299.045/0001-09,TEGENER PARTICIPACOES SA,CANCELADA,12/28/1994,,4/6/2001
02.351.144/0001-18,TEGMA GESTÃO LOGÍSTICA SA,ATIVO,6/28/2007,1/5/1998,
30.213.493/0001-09,TEGRA INCORPORADORA S.A.,ATIVO,5/12/2021,2/15/2018,
82.636.986/0001-55,TEKA TECELAGEM KUEHNRICH SA - EM RECUPERAÇÃO JUDICIAL,ATIVO,12/4/1969,4/6/1935,
33.467.572/0001-34,TEKNO S.A. INDÚSTRIA E COMÉRCIO,ATIVO,7/20/1977,1/1/1939,
02.369.651/0001-89,TELAIMA CELULAR SA,CANCELADA,5/6/1998,1/5/1998,11/17/2000
02.322.103/0001-01,TELAMAZON CELULAR SA,CANCELADA,5/6/1998,1/5/1998,11/17/2000
02.328.592/0001-09,TELASA CELULAR SA,CANCELADA,5/6/1998,1/5/1998,1/30/2004
02.558.144/0001-93,TELE LESTE CELULAR PARTICIPAÇÕES SA,CANCELADA,8/19/1998,5/22/1998,2/22/2006
02.558.156/0001-18,TELE NORDESTE CELULAR PARTICIPAÇÕES SA,CANCELADA,8/19/1998,5/22/1998,8/19/2004
02.558.154/0001-29,TELE NORTE CELULAR PARTICIPAÇÕES SA,CANCELADA,8/18/1998,5/22/1998,1/7/2013
02.558.134/0001-58,TELE NORTE LESTE PARTICIPAÇÕES SA,CANCELADA,8/19/1998,5/22/1998,2/27/2012
02.558.129/0001-45,TELE SUDESTE CELULAR PARTICIPAÇÕES SA,CANCELADA,8/19/1998,5/22/1998,2/22/2006
02.332.982/0001-44,TELEACRE CELULAR SA,CANCELADA,5/6/1998,1/5/1998,5/19/2000
02.333.355/0001-28,TELEAMAPÁ CELULAR SA,CANCELADA,5/6/1998,1/5/1998,11/17/2000
02.331.879/0001-80,TELEBAHIA CELULAR SA,CANCELADA,5/6/1998,12/29/1997,4/27/2001
02.320.032/0001-08,TELEBRASÍLIA CELULAR SA,CANCELADA,5/6/1998,1/5/1998,4/26/2002
00.336.701/0001-04,TELEC. BRASILEIRAS S.A. - TELEBRÁS,ATIVO,1/21/1981,11/9/1972,
02.338.114/0001-71,TELECEARÁ CELULAR SA,CANCELADA,5/6/1998,1/5/1998,1/30/2004
00.058.578/0001-07,TELECOM BRASILIA SA,CANCELADA,12/14/1976,,2/28/2000
43.642.727/0001-85,TELECOM SAO PAULO SA,CANCELADA,7/29/1975,,4/7/2000
83.897.223/0001-20,TELECOM STA CATARINA SA,CANCELADA,10/5/1998,1/1/1974,2/28/2000
28.140.226/0001-07,TELECOMUNICAÇÕES  ESP SANTO S A - TELEST,CANCELADA,5/28/1969,,8/2/2001
15.137.276/0001-93,TELECOMUNICAÇÕES BAHIA SA,CANCELADA,7/17/1959,6/17/1959,8/2/2001
17.184.201/0001-99,TELECOMUNICAÇÕES MINAS GERAIS SA,CANCELADA,5/26/1969,,8/2/2001
02.558.157/0001-62,TELEFÔNICA BRASIL S.A.,ATIVO,8/19/1998,5/22/1998,
04.295.166/0001-33,TELEFONICA DATA BRASIL HOLDING SA,CANCELADA,5/8/2001,1/30/2001,4/28/2006
02.341.506/0001-90,TELEGOIAS CELULAR SA,CANCELADA,5/6/1998,1/5/1998,12/17/2001
48.695.928/0001-64,TELEINVEST PARTICIPACOES SA,CANCELADA,12/17/1982,,11/11/1994
33.000.118/0001-79,TELEMAR NORTE LESTE SA,CANCELADA,12/12/1979,9/26/1966,5/11/2012
33.000.118/0001-79,TELEMAR NORTE LESTE SA,CANCELADA,12/12/1979,9/26/1966,5/11/2012
02.107.946/0001-87,TELEMAR PARTICIPAÇÕES SA,CANCELADA,7/11/2000,7/28/1999,9/1/2015
02.340.817/0001-34,TELEMAT CELULAR SA,CANCELADA,5/6/1998,1/5/1998,5/19/2000
02.558.118/0001-65,TELEMIG CELULAR PARTICIPAÇÕES S.A.,CANCELADA,8/19/1998,5/22/1998,10/16/2009
02.320.739/0001-06,TELEMIG CELULAR SA,CANCELADA,5/6/1998,1/5/1998,10/16/2009
02.331.492/0001-23,TELEMS CELULAR SA,CANCELADA,10/5/1998,10/5/1998,5/19/2000
02.361.554/0001-40,TELEPARÁ CELULAR SA,CANCELADA,5/6/1998,1/5/1998,11/13/2000
02.368.412/0001-04,TELEPISA CELULAR SA,CANCELADA,5/6/1998,1/5/1998,1/30/2004
02.349.167/0001-98,TELERGIPE CELULAR SA,CANCELADA,5/6/1998,1/5/1998,4/18/2001
02.330.506/0001-94,TELERJ CELULAR SA,CANCELADA,5/6/1998,1/5/1998,3/20/2001
02.332.973/0001-53,TELERN CELULAR SA,CANCELADA,5/6/1998,1/5/1998,1/30/2004
02.337.949/0001-07,TELERON CELULAR SA,CANCELADA,5/6/1998,1/5/1998,10/31/2000
02.334.700/0001-48,TELESC CELULAR S/A,CANCELADA,10/5/1998,1/5/1998,7/31/2003
02.319.126/0001-59,TELESP CELULAR SA,CANCELADA,5/6/1998,1/5/1998,2/28/2000
02.325.945/0001-09,TELEST CELULAR SA,CANCELADA,5/6/1998,1/5/1998,3/20/2001
01.655.694/0001-68,TELET SA,CANCELADA,3/6/1997,,6/30/2006
01.301.301/0001-18,TELETRUST DE RECEBIVEIS SA,CANCELADA,9/20/1996,6/27/1996,6/1/2005
02.476.710/0001-18,TELINVEST SA,CANCELADA,6/18/1998,3/9/1998,6/11/2018
02.322.271/0001-99,TELPA CELULAR SA,CANCELADA,5/6/1998,1/5/1998,1/30/2004
02.591.814/0001-73,TELPART PARTICIPAÇÕES S/A,CANCELADA,7/14/1998,6/1/1998,4/29/2008
06.977.739/0001-34,TEMPO PARTICIPAÇOES S/A,CANCELADA,1/4/2006,5/26/2004,5/10/2016
61.079.869/0001-68,TENENGE TEC NAC ENGENHARIA SA,CANCELADA,10/20/1989,,12/2/1994
11.566.501/0001-56,TEREOS INTERNACIONAL S/A,CANCELADA,8/11/2010,2/2/2010,9/28/2016
10.502.676/0001-37,TERMELÉTRICA PERNAMBUCO III S.A.,ATIVO,12/10/2013,10/23/2008,
02.664.042/0001-52,TERMINAL GARAGEM MENEZES CORTES SA,ATIVO,1/17/2000,6/23/1998,
14.688.220/0001-64,TERMINAL QUIM ARATU SA,CANCELADA,12/23/1981,,12/11/1997
92.780.634/0001-22,TERMOLAR SA,CANCELADA,7/20/1977,,10/7/1998
03.795.050/0001-09,TERMOPERNAMBUCO SA,ATIVO,10/31/2005,4/20/2000,
05.799.312/0001-20,TERRA SANTA AGRO S.A.,CANCELADA,11/9/2006,7/18/2003,10/19/2021
40.337.136/0001-06,TERRA SANTA PROPRIEDADES AGRÍCOLAS S.A.,ATIVO,7/14/2021,1/11/2021,
01.115.535/0001-70,TESC - TERMINAL SANTA CATARINA S/A,CANCELADA,12/8/1997,3/25/1996,5/31/2006
06.033.448/0001-98,TESLA COMPANHIA SECURITIZADORA DE CRÉDITOS,CANCELADA,3/17/2004,10/22/2003,3/7/2017
06.443.014/0001-66,TEXA MARANHENSE SA,CANCELADA,1/2/1980,,8/9/2005
24.019.192/0001-46,TEXPAR SA,CANCELADA,11/8/1996,,12/17/2002
50.116.334/0001-01,TEXTIL DUOMO SA,CANCELADA,6/11/1985,,11/21/1991
82.982.075/0001-80,TÊXTIL RENAUXVIEW S/A,ATIVO,8/11/1969,4/24/1925,
54.485.982/0001-88,TEXTILIA SA,CANCELADA,6/26/1998,6/26/1998,12/23/2004
08.253.728/0001-37,TFA SECURITIZADORA S/A,CANCELADA,1/19/2007,6/16/2006,3/14/2013
84.684.455/0001-63,TIGRE S.A. PARTICIPAÇÕES,CANCELADA,12/9/1996,,5/30/2003
84.684.455/0001-63,TIGRE S.A. PARTICIPAÇÕES,ATIVO,10/1/2021,1/4/1949,
02.600.854/0001-34,TIM BRASIL SERVIÇOS E PARTICIPAÇÕES S.A.,ATIVO,2/17/2023,6/18/1998,
02.336.993/0001-00,TIM NORDESTE TELECOMUNICAÇÕES S.A.,CANCELADA,5/6/1998,1/5/1998,12/6/2005
02.558.115/0001-21,TIM PARTICIPAÇÕES SA,CANCELADA,8/19/1998,5/22/1998,8/31/2020
02.421.421/0001-11,TIM S.A.,ATIVO,3/17/2020,2/11/1998,
02.332.397/0001-44,TIM SUL S.A.,CANCELADA,5/6/1998,1/5/1998,12/6/2005
92.663.004/0001-78,TITAN COMERCIO E INDUSTRIA SA,CANCELADA,12/12/1979,,9/22/1989
07.073.027/0001-53,TIVIT TERCEIRIZAÇÃO DE PROCESSOS,,,,
08.669.754/0001-40,TIVIT TERCEIRIZAÇÃO DE TECNOLOGIA E SERVIÇOS S/A,CANCELADA,5/19/2008,1/19/2007,12/29/2008
02.747.251/0001-60,TOBASA TOCANTINS BABACU SA,CANCELADA,7/20/1977,,9/28/2000
62.870.720/0001-65,TOKYO LEASING DO BRASIL SA,CANCELADA,8/28/1984,,9/8/1992
00.640.687/0001-20,TOP SHOPPING EMPRS E PARTS SA,CANCELADA,10/3/1995,,5/16/2000
01.529.587/0001-93,TORCEDOR SA,CANCELADA,12/5/1996,11/8/1996,2/28/2007
53.113.791/0001-22,TOTVS S.A,ATIVO,3/7/2006,1/1/1983,
03.014.553/0001-91,TPI - TRIUNFO PARTICIPACOES E INVESTIMENTOS S.A.,ATIVO,12/5/2002,1/11/1999,
59.418.806/0001-47,TRACK & FIELD CO S.A,ATIVO,10/22/2020,8/19/1988,
90.286.105/0001-41,TRAFO EQUIPAMENTOS ELETRICOS S.A.,CANCELADA,11/4/1969,1/1/1961,12/30/2009
03.410.509/0001-09,TRAIANUS SA,CANCELADA,12/22/1999,9/23/1999,4/13/2004
59.105.262/0001-63,TRANSAUTO TRANSP ESPECS AUT SA,CANCELADA,7/20/1977,,7/22/1998
60.872.173/0001-21,TRANSBRASIL SA LINHAS AEREAS - FALIDA,CANCELADA,7/20/1977,1/5/1955,1/4/2010
09.074.183/0001-64,TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA SA,ATIVO,11/5/2010,7/20/2007,
07.859.971/0001-30,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,ATIVO,9/6/2006,1/23/2006,
07.859.971/0001-30,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,ATIVO,9/6/2006,1/23/2006,
02.281.836/0001-37,TRANSNORDESTINA LOGISTICA SA,ATIVO,1/11/2007,1/1/1998,
01.529.588/0001-38,TRANSUL SA,CANCELADA,12/5/1996,,12/13/1999
38.042.694/0001-00,TRAVESSIA SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.,ATIVO,11/4/2020,7/3/2020,
43.335.774/0001-86,TRAVESSIA SECURITIZADORA DE CRÉDITOS MERCANTIS VI S.A.,ATIVO,6/8/2022,8/9/2021,
26.609.050/0001-64,TRAVESSIA SECURITIZADORA S.A.,ATIVO,2/9/2017,10/27/2016,
26.609.050/0001-64,TRAVESSIA SECURITIZADORA S.A.,ATIVO,2/9/2017,10/27/2016,
94.813.102/0001-70,TRÊS TENTOS AGROINDUSTRIAL S.A.,ATIVO,6/21/2021,7/27/2011,
92.660.570/0001-26,TREVISA  INVESTIMENTOS SA,ATIVO,12/15/1980,7/16/1930,
02.509.186/0001-34,TRIÂNGULO DO SOL AUTO-ESTRADAS S.A.,CANCELADA,2/25/2013,4/29/1988,8/1/2023
13.558.226/0001-54,TRIKEM SA,CANCELADA,10/10/1979,11/23/1973,1/15/2004
32.185.928/0001-84,TRILUX PARTICIPACOES SA,CANCELADA,11/29/1988,,6/26/2001
23.438.929/0001-00,TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.,ATIVO,10/14/2020,9/8/2015,
24.717.074/0001-01,TRÍPLICE SECURITIZADORA DE ATIVOS MERCANTIS S.A.,CANCELADA,10/4/2016,3/23/2016,11/30/2017
08.811.643/0001-27,TRISUL S/A,ATIVO,10/10/2007,4/1/2007,
08.811.643/0001-27,TRISUL S/A,ATIVO,10/10/2007,4/1/2007,
24.955.657/0001-70,TRIUNFO SECURITIZADORA DE ATIVOS S.A.,CANCELADA,10/4/2016,3/21/2016,12/21/2017
02.987.278/0001-20,TRK BRASIL TRUST SA,CANCELADA,7/23/1999,1/4/1999,10/31/2003
20.553.221/0001-02,TROCAFONE S.A.,CANCELADA,1/3/2022,7/2/2014,5/16/2022
61.227.963/0001-17,TROL SA INDUSTRIA E COMERCIO,CANCELADA,10/7/1980,,12/20/2005
88.209.697/0001-56,TROMBINI PAPEL E EMBALAGENS SA,CANCELADA,7/20/1977,,11/20/1998
75.049.965/0001-78,TROMBINI SA ADM E PARTICIPACAO,CANCELADA,7/21/1986,,12/13/1999
15.115.504/0001-24,TRONOX PIGMENTOS DO BRASIL S.A.,ATIVO,12/23/1970,3/23/1966,
61.418.430/0001-12,TRORION SA,CANCELADA,9/16/1969,7/22/1957,3/30/2011
36.243.187/0001-00,TRUE COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS II,CANCELADA,8/12/2020,12/13/2019,6/30/2022
42.603.513/0001-37,TRUE SECURITIZADORA DE CREDITOS FINANCEIROS IV S.A.,CANCELADA,12/17/2021,5/4/2021,6/22/2022
12.130.744/0001-00,TRUE SECURITIZADORA S.A.,CANCELADA,11/25/2010,5/28/2010,6/30/2022
12.130.744/0001-00,TRUE SECURITIZADORA S.A.,CANCELADA,11/25/2010,5/28/2010,6/30/2022
43.107.119/0001-70,TRUFANA TEXTIL SA,CANCELADA,8/7/1986,9/9/1971,1/4/2010
11.716.471/0001-17,TRX SECURITIZADORA S.A.,CANCELADA,3/2/2011,1/22/2010,6/21/2023
00.313.160/0001-90,TUPIANA SA,CANCELADA,12/6/1994,,12/18/1998
01.158.851/0001-20,TUPINAMBARANA SA,CANCELADA,5/6/1996,,10/30/1997
81.599.961/0001-66,TUPY METALMECANICA SA,CANCELADA,7/15/1991,,3/11/1993
84.683.374/0001-49,TUPY SA,ATIVO,7/1/1966,2/1/1938,
26.982.634/0001-80,TURBI COMPARTILHAMENTO DE VEÍCULOS S.A.,ATIVO,5/11/2023,12/26/2016,
60.479.813/0001-38,UCAR CARBON SA,CANCELADA,5/31/1989,,9/12/1995
03.748.077/0001-32,UHESC S/A,CANCELADA,12/5/2000,3/1/2000,6/27/2005
05.388.437/0001-68,ULBRA RECEBIVEIS S/A,CANCELADA,10/9/2003,9/24/2002,7/15/2011
61.600.953/0001-85,ULTRAFERTIL SA IND. E COM,CANCELADA,12/10/1993,,11/9/1995
33.256.439/0001-39,ULTRAPAR PARTICIPAÇÕES SA,ATIVO,9/27/1999,12/11/1953,
34.266.973/0001-99,ULTRAQUIMICA PARTICIPACOES SA,CANCELADA,5/6/1983,,7/31/1995
07.394.616/0001-33,UNI CIDADE SPTRUST DE RECEBÍVEIS SA,CANCELADA,5/23/2006,4/26/2005,5/16/2014
60.665.981/0001-18,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S.A.,ATIVO,7/7/2022,11/27/1936,
60.400.512/0001-77,UNIBANCO BANCO INV BRASIL SA,CANCELADA,7/20/1977,,12/1/1989
00.022.034/0001-87,UNIBANCO HOLDINGS S.A.,CANCELADA,1/24/1995,1/1/1994,4/13/2009
34.120.899/0001-06,UNIBANCO LEASING S.A .-ARREND.MERCANTIL,CANCELADA,6/3/1981,1/1/1970,6/29/2001
44.071.785/0001-69,UNIBANCO LEASING S.A.- ARREND. MERCANTIL,CANCELADA,7/23/1981,,12/14/1989
44.071.785/0001-69,UNIBANCO LEASING S.A.- ARREND. MERCANTIL,CANCELADA,12/26/1991,10/1/1974,11/30/2005
33.783.754/0001-14,UNIBANCO SISTEMAS SA,CANCELADA,5/23/1983,,10/8/1987
33.700.394/0001-40,UNIBANCO UNIAO BANCOS BRAS SA,CANCELADA,7/20/1977,1/1/1924,4/13/2009
61.071.387/0001-61,UNICARD BANCO MULTIPLO S.A.,CANCELADA,7/20/1977,10/2/1944,11/28/2002
90.441.460/0001-48,UNICASA INDÚSTRIA DE MÓVEIS S.A.,ATIVO,4/25/2012,9/2/1985,
75.609.123/0001-23,UNIDAS LOCAÇÕES E SERVIÇOS S.A.,ATIVO,11/14/2013,5/29/1973,
45.736.131/0001-70,UNIDAS LOCADORA S.A.,ATIVO,5/5/2023,3/9/2022,
02.255.187/0001-08,UNIFIQUE TELECOMUNICAÇÕES S.A.,ATIVO,7/23/2021,11/5/1997,
05.303.439/0001-07,UNIGEL PARTICIPAÇÕES S.A.,ATIVO,11/3/2021,7/19/2002,
33.958.695/0001-78,UNIPAR CARBOCLORO S.A.,ATIVO,12/8/1971,5/28/1969,
33.958.695/0001-78,UNIPAR CARBOCLORO S.A.,ATIVO,12/8/1971,5/28/1969,
07.203.904/0001-63,UNITEXTIL - UNIAO INDUSTRIAL TEXTIL S/A,CANCELADA,9/22/1982,6/5/1973,8/14/2013
06.027.566/0001-93,UNIVER CIDADE TRUST DE RECEBIVEIS SA,CANCELADA,9/2/2004,10/22/2003,12/27/2013
01.109.184/0001-95,UNIVERSO ONLINE SA,CANCELADA,12/14/2005,4/1/1996,1/18/2012
03.329.124/0001-03,UOL INC. S.A.,CANCELADA,10/15/1999,8/5/1999,9/15/2003
34.591.574/0001-01,UP ENGENHARIA E URBANISMO S.A.,CANCELADA,11/4/2019,7/1/2019,9/29/2021
02.162.616/0001-94,UPTICK PARTICIPACOES SA,ATIVO,11/19/1997,9/8/1997,
10.571.175/0001-02,URBA DESENVOLVIMENTO URBANO S.A.,ATIVO,1/25/2021,1/13/2009,
44.742.989/0001-84,USINA BARRA SA ACUCAR ALCOOL,CANCELADA,9/13/1979,,2/24/1986
54.372.917/0001-46,USINA C PINTO SA ACUCAR ALCOOL,CANCELADA,11/26/1981,,1/17/1985
61.125.753/0001-18,USINA DA BARRA SA ACUCAR ALCOL,CANCELADA,2/26/1986,,9/22/1993
44.689.131/0001-01,USINA S BARBARA SA,CANCELADA,1/19/1982,8/9/1980,3/14/2007
61.551.230/0001-33,USINA S OLIMPIA IND FER ACO SA,CANCELADA,11/19/1943,,12/20/2005
15.101.298/0001-01,USINA SIDERURGICA DA BAHIA,CANCELADA,7/21/1970,,1/30/1996
04.739.720/0001-24,USINA TERMELÉTRICA PAMPA SUL S.A.,ATIVO,5/4/2020,10/31/2001,
26.643.756/0001-42,USINAGEM EDLYN PARTICIPAÇÕES S.A.,CANCELADA,6/6/2018,9/13/2016,8/28/2020
60.894.730/0001-05,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,ATIVO,4/11/1994,4/25/1956,
60.894.730/0001-05,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,ATIVO,4/11/1994,4/25/1956,
17.157.850/0001-09,USINAS SIDERURGICAS DE MG SA,CANCELADA,9/23/1991,,4/6/1999
12.394.991/0001-13,UTILIUM PARTICIPAÇÕES S.A.,CANCELADA,3/6/2013,6/9/2010,11/28/2017
02.041.460/0001-93,V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.,ATIVO,11/11/2022,6/14/1997,
92.761.618/0001-92,VACCHI SA IND COM,CANCELADA,7/25/1985,,11/13/1997
19.443.985/0001-58,VALE FERTILIZANTES S.A.,CANCELADA,8/11/1992,2/14/1977,12/23/2011
33.592.510/0001-54,VALE S.A.,ATIVO,1/2/1970,6/1/1942,
33.592.510/0001-54,VALE S.A.,ATIVO,1/2/1970,6/1/1942,
01.772.313/0001-20,VALETRON SA,CANCELADA,4/23/1997,4/14/1997,12/23/2015
33.113.309/0001-47,VALID SOLUÇÕES S.A.,ATIVO,4/12/2006,1/1/1957,
17.170.150/0001-46,VALLOUREC & MANNESMANN TUBES - V & M DOBRASIL,CANCELADA,2/15/1952,,10/3/2000
61.076.055/0001-70,VALMET DO BRASIL S.A.,CANCELADA,6/29/1973,,10/12/1989
23.373.000/0001-32,VAMOS LOCAÇÃO DE CAMINHÕES,,,,
42.582.049/0001-40,VANGUARDA CIA SEGUROS GERAIS,CANCELADA,4/19/1994,,9/2/1994
